well,oracle_shift,base_rmse,tw_delta,prefix_delta,ridge_correction,ridge_rmse,ordered_rmse
992c99e8,-8.01161195710042,12.347823564569918,0.6910396398405866,-12.425466347166994,-3.7440642351688274,10.31963101033948,11.41596357468981
99529c45,-15.60912916347301,16.85402552700831,0.04861661759339819,-6.160690020728861,0.4517199075000106,17.27322020075106,15.571080693148822
9a8ae0d6,-1.2452687873357116,4.942604943030384,5.091643490458731,-5.960307230681931,0.40211156402248943,5.058904159222344,4.682200842028617
9a95e33f,-25.772670961177162,28.29521090987671,4.238583206841278,-10.738205217231314,4.59602623172583,32.536843134445796,24.007009301380837
9ab94eeb,-5.159939828529144,7.103870050974977,-2.678606048604193,-7.0908480572080075,-0.6170309047750148,6.669183769893942,6.604004398188231
9b5b61c1,0.8587339210155316,3.276613743639914,-3.056506308131006,-14.773410215536673,-2.349275134689646,4.504452883468976,3.4076908168671336
9c350a6a,11.822234578690018,16.221037949769542,5.37244322699323,-11.727694585898316,-1.6876379307478735,17.489239461897053,13.4889119975656
9c8375f7,0.4423336973137521,5.990474175819192,-2.648225440406791,-11.050580448471434,-0.4102973443491842,6.034658353592629,5.114752194571598
9d5e14d4,-20.913794702131124,24.225178261400046,0.6566682966138814,-11.572675345041585,2.1664895643808473,26.118422134132015,24.734213910021186
9def2eb2,0.3147546514099959,6.340685051831999,-3.341242392693872,-16.01660664189186,-1.4682855086911197,6.579091779909447,6.937996220360652
9efc812e,3.61832995195159,5.745274769003941,-2.1421766762812657,-4.795794104499141,-1.494541817029765,6.786554962292181,5.67058565007947
a3518960,-5.473779816913832,7.363752936833069,-3.2435669310475688,-12.722920082907088,0.24132054107525963,7.544863413777432,8.038469235052858
a4719920,2.2164589992523704,5.763549151396396,2.053887665278199,-15.226632563200202,-2.7881889512402274,7.304266522627192,7.532069714819935
a48640d9,8.159008825799292,9.046708030513368,0.7280753103929757,-14.301180858182816,9.572429061984817,4.155870298017621,7.535018483376301
